"","year","discipline","total.awarded.Female","total.awarded.Male","total.awarded.Unknown Gender","female.ratio"
"4243",2007,"Physics",1855,6937,NA,0.210987261146497
"4244",2007,"Other Physical Sciences",931,1271,NA,0.422797456857402
"4245",2007,"Atmospheric Sciences",373,676,NA,0.355576739752145
"4246",2007,"Earth Sciences",2213,2984,NA,0.425822589955744
"4247",2007,"Oceanography",222,200,NA,0.5260663507109
"4248",2007,"Mathematics and Statistics",10367,14687,NA,0.413786221760996
"4249",2007,"Computer Science",23873,77581,NA,0.23530861277032
"4250",2007,"Agricultural Sciences",12937,13821,NA,0.483481575603558
"4251",2007,"Biological Sciences",60500,41133,NA,0.595279092420769
"4252",2007,"Medical Sciences",33575,22720,NA,0.596411759481304
"4253",2007,"Other Life Sciences",188820,32753,NA,0.852179642826518
"4254",2007,"Psychology",94125,27455,NA,0.77418160881724
"4255",2007,"Economics",10536,22219,NA,0.321660815142726
"4256",2007,"Political Science and Public Administration",44388,39524,NA,0.528982743826866
"4257",2007,"Sociology",24533,10282,NA,0.704667528364211
"4258",2007,"Anthropology",7466,3335,NA,0.691232293306175
"4259",2007,"Linguistics",1590,807,NA,0.663329161451815
"4260",2007,"History of Science",107,73,NA,0.594444444444444
"4261",2007,"Area and Ethnic Studies",7504,4123,NA,0.645394340758579
"4262",2007,"Other Social Sciences",21936,15805,NA,0.581224662833523
"4263",2007,"Science Technologies",1057,1292,NA,0.44997871434653
"4264",2007,"Engineering Technologies",8917,59283,NA,0.13074780058651
"4265",2007,"Health Technologies",205825,42900,NA,0.827520353804402
"4266",2007,"Other Science and Engineering Technologies",189,1041,NA,0.153658536585366
"4267",2007,"Interdisciplinary or Other Sciences",10065,5888,NA,0.630915815207171
"4268",2007,"History",17980,24499,NA,0.423267967701688
"4269",2007,"English and Literature",45345,20944,NA,0.684050144066135
"4270",2007,"Foreign Languages",20754,8885,NA,0.700226053510577
"4271",2007,"Other Humanities",3355,7260,NA,0.316062176165803
"4272",2007,"Religion and Theology",12053,19292,NA,0.384527037805073
"4273",2007,"Arts and Music",83314,53252,NA,0.610063998359767
"4274",2007,"Architecture and Environmental Design",7903,9401,NA,0.456715210355987
"4275",2007,"Science Education",1770,983,NA,0.642934980021794
"4276",2007,"Mathematics Education",2790,1518,NA,0.647632311977716
"4277",2007,"Social Science Education",1023,1137,NA,0.473611111111111
"4278",2007,"Other Science/Technical Education",4057,2864,NA,0.586186967201272
"4279",2007,"Non-Science Education",270336,81916,NA,0.767450575156422
"4280",2007,"Business and Management",359964,323664,NA,0.526549526935702
"4281",2007,"Communication and Librarianship",63892,33114,NA,0.65863967177288
"4282",2007,"Law",25249,26560,NA,0.487347758111525
"4283",2007,"Social Service Professions",34960,5194,NA,0.870648005180057
"4284",2007,"Vocational Studies and Home Economics",94122,71604,NA,0.567937438905181
"4285",2007,"Other Non-sciences or Unknown Disciplines",267267,243519,NA,0.523246525942371
"4339",2008,"Aerospace Engineering",644,3609,NA,0.151422525276276
"4340",2008,"Chemical Engineering",2452,5289,NA,0.316754941222064
"4341",2008,"Civil Engineering",4262,13391,NA,0.241432051209426
"4342",2008,"Electrical Engineering",4736,27033,NA,0.149076143410243
"4343",2008,"Mechanical Engineering",2945,20732,NA,0.124382311948304
"4344",2008,"Materials Engineering",663,1994,NA,0.249529544599172
"4345",2008,"Industrial Engineering",2065,5719,NA,0.265287769784173
"4346",2008,"Other Engineering",5358,15086,NA,0.262081784386617
"4347",2008,"Astronomy",237,497,NA,0.322888283378747
"4348",2008,"Chemistry",8425,9304,NA,0.475210107733093
"4349",2008,"Physics",1796,7110,NA,0.201661801033011
"4350",2008,"Other Physical Sciences",962,1258,NA,0.433333333333333
"4351",2008,"Atmospheric Sciences",364,691,NA,0.345023696682464
"4352",2008,"Earth Sciences",2256,3092,NA,0.421839940164548
"4353",2008,"Oceanography",196,198,NA,0.49746192893401
"4354",2008,"Mathematics and Statistics",10673,14760,NA,0.419651633704243
"4355",2008,"Computer Science",23215,76956,NA,0.231753701170998
"4356",2008,"Agricultural Sciences",13385,14021,NA,0.488396701452237
"4357",2008,"Biological Sciences",62690,43492,NA,0.590401386298996
"4358",2008,"Medical Sciences",34966,23931,NA,0.593680493064163
"4359",2008,"Other Life Sciences",208038,36600,NA,0.850391190248449
"4360",2008,"Psychology",96122,28481,NA,0.771426049132043
"4361",2008,"Economics",11177,23496,NA,0.322354569838203
"4362",2008,"Political Science and Public Administration",45783,40651,NA,0.529687391535738
"4363",2008,"Sociology",24047,10433,NA,0.69741879350348
"4364",2008,"Anthropology",7942,3591,NA,0.688632619439868
"4365",2008,"Linguistics",1714,898,NA,0.656202143950995
"4366",2008,"History of Science",98,103,NA,0.487562189054726
"4367",2008,"Area and Ethnic Studies",7710,4264,NA,0.643895106063137
"4368",2008,"Other Social Sciences",23204,16815,NA,0.579824583322922
"4369",2008,"Science Technologies",1024,1387,NA,0.424720033181253
"4370",2008,"Engineering Technologies",9464,63754,NA,0.129257832773362
"4371",2008,"Health Technologies",214098,46228,NA,0.82242265467145
"4372",2008,"Other Science and Engineering Technologies",164,739,NA,0.181616832779623
"4373",2008,"Interdisciplinary or Other Sciences",10603,5892,NA,0.642800848742043
"4374",2008,"History",17987,24971,NA,0.418711299408725
"4375",2008,"English and Literature",45237,21174,NA,0.681167276505398
"4376",2008,"Foreign Languages",21675,9135,NA,0.70350535540409
"4377",2008,"Other Humanities",3335,7600,NA,0.304983996342021
"4378",2008,"Religion and Theology",12367,19596,NA,0.386916121765792
"4379",2008,"Arts and Music",84401,52748,NA,0.615396393703199
"4380",2008,"Architecture and Environmental Design",8175,9666,NA,0.458214225659997
"4381",2008,"Science Education",1851,994,NA,0.650615114235501
"4382",2008,"Mathematics Education",2478,1326,NA,0.651419558359621
"4383",2008,"Social Science Education",906,1112,NA,0.448959365708622
"4384",2008,"Other Science/Technical Education",3925,2654,NA,0.596595227238182
"4385",2008,"Non-Science Education",267934,82887,NA,0.763734212034057
"4386",2008,"Business and Management",368563,333138,NA,0.525242232802861
"4387",2008,"Communication and Librarianship",65617,33984,NA,0.658798606439694
"4388",2008,"Law",25291,27266,NA,0.481210875811024
"4389",2008,"Social Service Professions",36014,5291,NA,0.871904127829561
"4390",2008,"Vocational Studies and Home Economics",96242,73373,NA,0.567414438581493
"4391",2008,"Other Non-sciences or Unknown Disciplines",271847,249841,NA,0.521091150266059
"4445",2009,"Aerospace Engineering",647,3777,NA,0.14624773960217
"4446",2009,"Chemical Engineering",2574,5600,NA,0.314900905309518
"4447",2009,"Civil Engineering",4394,14096,NA,0.237641968631693
"4448",2009,"Electrical Engineering",4506,27192,NA,0.142154079121711
"4449",2009,"Mechanical Engineering",2872,20938,NA,0.120621587568249
"4450",2009,"Materials Engineering",686,1948,NA,0.26044039483675
"4451",2009,"Industrial Engineering",2263,6578,NA,0.255966519624477
"4452",2009,"Other Engineering",5603,16255,NA,0.256336352822765
"4453",2009,"Astronomy",269,393,NA,0.406344410876133
"4454",2009,"Chemistry",8772,9463,NA,0.48105292020839
"4455",2009,"Physics",1741,7100,NA,0.196923424951929
"4456",2009,"Other Physical Sciences",1028,1337,NA,0.434672304439746
"4457",2009,"Atmospheric Sciences",366,708,NA,0.340782122905028
"4458",2009,"Earth Sciences",2341,3313,NA,0.414043155288291
"4459",2009,"Oceanography",216,211,NA,0.505854800936768
"4460",2009,"Mathematics and Statistics",10777,15710,NA,0.406878846226451
"4461",2009,"Computer Science",24279,79915,NA,0.233017256271954
"4462",2009,"Agricultural Sciences",13983,14344,NA,0.493627987432485
"4463",2009,"Biological Sciences",64961,45088,NA,0.590291597379349
"4464",2009,"Medical Sciences",36813,24851,NA,0.596993383497665
"4465",2009,"Other Life Sciences",224380,40015,NA,0.84865447531156
"4466",2009,"Psychology",100768,29394,NA,0.774173721977228
"4467",2009,"Economics",11698,24660,NA,0.321744870454921
"4468",2009,"Political Science and Public Administration",46262,40530,NA,0.533021476633791
"4469",2009,"Sociology",24140,10450,NA,0.697889563457647
"4470",2009,"Anthropology",8401,3653,NA,0.696947071511531
"4471",2009,"Linguistics",1818,902,NA,0.668382352941176
"4472",2009,"History of Science",82,90,NA,0.476744186046512
"4473",2009,"Area and Ethnic Studies",7869,4292,NA,0.647068497656443
"4474",2009,"Other Social Sciences",25197,17978,NA,0.583601621308628
"4475",2009,"Science Technologies",1027,1483,NA,0.409163346613546
"4476",2009,"Engineering Technologies",10237,70237,NA,0.127208787931506
"4477",2009,"Health Technologies",247718,53812,NA,0.821536828839585
"4478",2009,"Other Science and Engineering Technologies",160,627,NA,0.203303684879288
"4479",2009,"Interdisciplinary or Other Sciences",11231,6558,NA,0.631345213334083
"4480",2009,"History",18246,25363,NA,0.41839987158614
"4481",2009,"English and Literature",45416,21485,NA,0.678853828791797
"4482",2009,"Foreign Languages",22022,9266,NA,0.703848120685247
"4483",2009,"Other Humanities",3518,7642,NA,0.315232974910394
"4484",2009,"Religion and Theology",11882,19833,NA,0.374649219612171
"4485",2009,"Arts and Music",83885,53375,NA,0.611139443392103
"4486",2009,"Architecture and Environmental Design",8208,10302,NA,0.443435980551053
"4487",2009,"Science Education",1776,966,NA,0.647702407002188
"4488",2009,"Mathematics Education",2555,1387,NA,0.648148148148148
"4489",2009,"Social Science Education",899,1043,NA,0.462924819773429
"4490",2009,"Other Science/Technical Education",3934,2590,NA,0.603004291845494
"4491",2009,"Non-Science Education",275031,85522,NA,0.762803249452924
"4492",2009,"Business and Management",385080,350246,NA,0.523686092971009
"4493",2009,"Communication and Librarianship",66814,34258,NA,0.661053506411271
"4494",2009,"Law",25010,28116,NA,0.4707676090803
"4495",2009,"Social Service Professions",36498,5248,NA,0.874287356872515
"4496",2009,"Vocational Studies and Home Economics",101155,75125,NA,0.573831404583617
"4497",2009,"Other Non-sciences or Unknown Disciplines",278317,262542,NA,0.514583283258668
"4551",2010,"Aerospace Engineering",664,3919,NA,0.144883264237399
"4552",2010,"Chemical Engineering",2874,6244,NA,0.315200701908313
"4553",2010,"Civil Engineering",4602,14910,NA,0.235854858548585
"4554",2010,"Electrical Engineering",4602,26590,NA,0.147537830212875
"4555",2010,"Mechanical Engineering",3024,22069,NA,0.120511696489061
"4556",2010,"Materials Engineering",704,2022,NA,0.258253851797505
"4557",2010,"Industrial Engineering",2438,7219,NA,0.252459355907632
"4558",2010,"Other Engineering",5959,17547,NA,0.253509742193482
"4559",2010,"Astronomy",269,477,NA,0.36058981233244
"4560",2010,"Chemistry",8835,9537,NA,0.480894839973873
"4561",2010,"Physics",1908,7299,NA,0.207233626588465
"4562",2010,"Other Physical Sciences",1105,1504,NA,0.423533921042545
"4563",2010,"Atmospheric Sciences",376,676,NA,0.357414448669202
"4564",2010,"Earth Sciences",2506,3464,NA,0.419765494137353
"4565",2010,"Oceanography",229,253,NA,0.475103734439834
"4566",2010,"Mathematics and Statistics",11330,16680,NA,0.404498393430918
"4567",2010,"Computer Science",25430,85669,NA,0.228894949549501
"4568",2010,"Agricultural Sciences",15219,14698,NA,0.508707423872715
"4569",2010,"Biological Sciences",67454,47775,NA,0.585390830433311
"4570",2010,"Medical Sciences",50540,27631,NA,0.646531322357396
"4571",2010,"Other Life Sciences",226910,43094,NA,0.840394957111746
"4572",2010,"Psychology",105309,30849,NA,0.773432335962632
"4573",2010,"Economics",12243,25860,NA,0.321313282418707
"4574",2010,"Political Science and Public Administration",49293,42069,NA,0.539535036448414
"4575",2010,"Sociology",24222,10594,NA,0.695714613970588
"4576",2010,"Anthropology",8707,3824,NA,0.694836804724284
"4577",2010,"Linguistics",1935,951,NA,0.67047817047817
"4578",2010,"History of Science",106,75,NA,0.585635359116022
"4579",2010,"Area and Ethnic Studies",7891,4453,NA,0.639257939079715
"4580",2010,"Other Social Sciences",27142,19045,NA,0.587654534825817
"4581",2010,"Science Technologies",1105,1890,NA,0.368948247078464
"4582",2010,"Engineering Technologies",10774,81698,NA,0.116510943853274
"4583",2010,"Health Technologies",303672,66473,NA,0.820413621688798
"4584",2010,"Other Science and Engineering Technologies",144,609,NA,0.191235059760956
"4585",2010,"Interdisciplinary or Other Sciences",14043,8462,NA,0.623994667851589
"4586",2010,"History",18482,25746,NA,0.417880075969974
"4587",2010,"English and Literature",44080,20623,NA,0.681266710971671
"4588",2010,"Foreign Languages",22485,9836,NA,0.695677732743418
"4589",2010,"Other Humanities",3499,7940,NA,0.305883381414459
"4590",2010,"Religion and Theology",12088,20057,NA,0.376046041375019
"4591",2010,"Arts and Music",86885,55427,NA,0.610524762493676
"4592",2010,"Architecture and Environmental Design",8612,10513,NA,0.450300653594771
"4593",2010,"Science Education",1945,1083,NA,0.642338177014531
"4594",2010,"Mathematics Education",2800,1455,NA,0.658049353701528
"4595",2010,"Social Science Education",901,994,NA,0.475461741424802
"4596",2010,"Other Science/Technical Education",3685,2428,NA,0.602813675772943
"4597",2010,"Non-Science Education",281578,87484,NA,0.762955817721684
"4598",2010,"Business and Management",401402,365278,NA,0.523558720717901
"4599",2010,"Communication and Librarianship",70239,35788,NA,0.662463334810944
"4600",2010,"Law",26510,27957,NA,0.486716727559807
"4601",2010,"Social Service Professions",37038,5534,NA,0.870008456262332
"4602",2010,"Vocational Studies and Home Economics",105257,81808,NA,0.56267607516104
"4603",2010,"Other Non-sciences or Unknown Disciplines",298306,282528,NA,0.513582193879835
"4657",2011,"Aerospace Engineering",670,4269,NA,0.135654990888844
"4658",2011,"Chemical Engineering",3112,7221,NA,0.301171005516307
"4659",2011,"Civil Engineering",5239,16676,NA,0.239060004563085
"4660",2011,"Electrical Engineering",4696,27360,NA,0.146493636136761
"4661",2011,"Mechanical Engineering",3251,23850,NA,0.119958673111693
"4662",2011,"Materials Engineering",734,2051,NA,0.263554757630162
"4663",2011,"Industrial Engineering",2708,7450,NA,0.266587911006104
"4664",2011,"Other Engineering",6737,18337,NA,0.268684693307809
"4665",2011,"Astronomy",290,488,NA,0.372750642673522
"4666",2011,"Chemistry",9149,10194,NA,0.47298764410898
"4667",2011,"Physics",1899,7647,NA,0.198931489629164
"4668",2011,"Other Physical Sciences",1554,1799,NA,0.463465553235908
"4669",2011,"Atmospheric Sciences",348,691,NA,0.334937439846006
"4670",2011,"Earth Sciences",2701,3904,NA,0.40893262679788
"4671",2011,"Oceanography",234,252,NA,0.481481481481481
"4672",2011,"Mathematics and Statistics",12467,18131,NA,0.407444931041245
"4673",2011,"Computer Science",27902,96513,NA,0.224265562834063
"4674",2011,"Agricultural Sciences",16892,16638,NA,0.503787652848196
"4675",2011,"Biological Sciences",71139,49585,NA,0.589269739239919
"4676",2011,"Medical Sciences",53603,29744,NA,0.643130526593639
"4677",2011,"Other Life Sciences",246883,48397,NA,0.836097940937415
"4678",2011,"Psychology",107596,31892,NA,0.771363844918559
"4679",2011,"Economics",13013,26890,NA,0.326115830889908
"4680",2011,"Political Science and Public Administration",53594,44867,NA,0.544317039233808
"4681",2011,"Sociology",25195,10956,NA,0.696937844043042
"4682",2011,"Anthropology",9160,4002,NA,0.695942865825862
"4683",2011,"Linguistics",2133,1014,NA,0.677788369876072
"4684",2011,"History of Science",110,115,NA,0.488888888888889
"4685",2011,"Area and Ethnic Studies",8662,4639,NA,0.651229230884896
"4686",2011,"Other Social Sciences",35319,21809,NA,0.618243243243243
"4687",2011,"Science Technologies",1212,2066,NA,0.36973764490543
"4688",2011,"Engineering Technologies",11873,91157,NA,0.115238280112589
"4689",2011,"Health Technologies",336893,71503,NA,0.824917482051734
"4690",2011,"Other Science and Engineering Technologies",199,841,NA,0.191346153846154
"4691",2011,"Interdisciplinary or Other Sciences",16022,9677,NA,0.623448383205572
"4692",2011,"History",18592,25888,NA,0.417985611510791
"4693",2011,"English and Literature",44027,20660,NA,0.680615888818464
"4694",2011,"Foreign Languages",22509,9991,NA,0.692584615384615
"4695",2011,"Other Humanities",3513,8014,NA,0.30476273097944
"4696",2011,"Religion and Theology",12133,20933,NA,0.366932801064538
"4697",2011,"Arts and Music",90574,58417,NA,0.60791591438409
"4698",2011,"Architecture and Environmental Design",8609,10800,NA,0.443557112679685
"4699",2011,"Science Education",1994,1140,NA,0.636247606892151
"4700",2011,"Mathematics Education",2967,1443,NA,0.672789115646259
"4701",2011,"Social Science Education",888,1069,NA,0.453755748594788
"4702",2011,"Other Science/Technical Education",3673,2498,NA,0.59520337060444
"4703",2011,"Non-Science Education",289677,88774,NA,0.765428021064814
"4704",2011,"Business and Management",421014,379046,NA,0.526228032897533
"4705",2011,"Communication and Librarianship",72815,37258,NA,0.661515539687298
"4706",2011,"Law",27526,28945,NA,0.487436029112288
"4707",2011,"Social Service Professions",39342,6172,NA,0.864393373467505
"4708",2011,"Vocational Studies and Home Economics",117333,90672,NA,0.56408740174515
"4709",2011,"Other Non-sciences or Unknown Disciplines",323728,314396,NA,0.507312058471394
"4763",2012,"Aerospace Engineering",706,4602,NA,0.133006782215524
"4764",2012,"Chemical Engineering",3444,7886,NA,0.303971756398941
"4765",2012,"Civil Engineering",5583,17174,NA,0.245331106912159
"4766",2012,"Electrical Engineering",4979,28338,NA,0.149443227181319
"4767",2012,"Mechanical Engineering",3562,25072,NA,0.124397569323182
"4768",2012,"Materials Engineering",876,2245,NA,0.280679269464915
"4769",2012,"Industrial Engineering",2927,8008,NA,0.267672610882487
"4770",2012,"Other Engineering",7126,19916,NA,0.26351601212928
"4771",2012,"Astronomy",287,473,NA,0.377631578947368
"4772",2012,"Chemistry",9590,10719,NA,0.472204441380669
"4773",2012,"Physics",2030,8151,NA,0.199391022492879
"4774",2012,"Other Physical Sciences",1695,2061,NA,0.451277955271566
"4775",2012,"Atmospheric Sciences",406,708,NA,0.364452423698384
"4776",2012,"Earth Sciences",2999,4380,NA,0.40642363463884
"4777",2012,"Oceanography",266,274,NA,0.492592592592593
"4778",2012,"Mathematics and Statistics",13409,19702,NA,0.404971157621334
"4779",2012,"Computer Science",29857,104826,NA,0.221683508683353
"4780",2012,"Agricultural Sciences",19114,18098,NA,0.513651510265506
"4781",2012,"Biological Sciences",75910,53060,NA,0.588586492982864
"4782",2012,"Medical Sciences",57327,31471,NA,0.645588864614068
"4783",2012,"Other Life Sciences",267084,54052,NA,0.831685018185442
"4784",2012,"Psychology",116152,34909,NA,0.768907924613236
"4785",2012,"Economics",12647,27228,NA,0.317166144200627
"4786",2012,"Political Science and Public Administration",56920,46098,NA,0.552524801491002
"4787",2012,"Sociology",26333,11648,NA,0.693320344382718
"4788",2012,"Anthropology",10197,4272,NA,0.704748082106573
"4789",2012,"Linguistics",2314,1179,NA,0.662467792728314
"4790",2012,"History of Science",110,95,NA,0.536585365853659
"4791",2012,"Area and Ethnic Studies",8764,4578,NA,0.656873032528856
"4792",2012,"Other Social Sciences",37997,23114,NA,0.621770221400403
"4793",2012,"Science Technologies",1375,2426,NA,0.361746908708235
"4794",2012,"Engineering Technologies",11560,92018,NA,0.111606711850007
"4795",2012,"Health Technologies",330141,70292,NA,0.824460022026157
"4796",2012,"Other Science and Engineering Technologies",248,898,NA,0.216404886561955
"4797",2012,"Interdisciplinary or Other Sciences",18542,11226,NA,0.622883633431873
"4798",2012,"History",18629,26212,NA,0.415445685867844
"4799",2012,"English and Literature",44799,20632,NA,0.684675459644511
"4800",2012,"Foreign Languages",22575,9717,NA,0.69908955778521
"4801",2012,"Other Humanities",3712,7903,NA,0.319586741282824
"4802",2012,"Religion and Theology",12460,21394,NA,0.368051042712826
"4803",2012,"Arts and Music",94595,62067,NA,0.603815858344717
"4804",2012,"Architecture and Environmental Design",9120,10927,NA,0.454930912355964
"4805",2012,"Science Education",2106,1295,NA,0.619229638341664
"4806",2012,"Mathematics Education",3151,1546,NA,0.670853736427507
"4807",2012,"Social Science Education",840,974,NA,0.463065049614112
"4808",2012,"Other Science/Technical Education",3517,2306,NA,0.603984200583891
"4809",2012,"Non-Science Education",284463,89042,NA,0.761604262325806
"4810",2012,"Business and Management",424813,384158,NA,0.525127600371336
"4811",2012,"Communication and Librarianship",73475,38040,NA,0.658879971304309
"4812",2012,"Law",28201,29829,NA,0.485972772703774
"4813",2012,"Social Service Professions",42065,6528,NA,0.865659662914412
"4814",2012,"Vocational Studies and Home Economics",127719,96815,NA,0.568818085456991
"4815",2012,"Other Non-sciences or Unknown Disciplines",348924,326988,NA,0.516226964456912
"4869",2013,"Aerospace Engineering",734,4419,NA,0.142441296332234
"4870",2013,"Chemical Engineering",3595,8353,NA,0.300887177770338
"4871",2013,"Civil Engineering",6016,17709,NA,0.253572181243414
"4872",2013,"Electrical Engineering",5039,29144,NA,0.147412456484217
"4873",2013,"Mechanical Engineering",3797,26348,NA,0.125957870293581
"4874",2013,"Materials Engineering",973,2366,NA,0.291404612159329
"4875",2013,"Industrial Engineering",2917,8208,NA,0.262202247191011
"4876",2013,"Other Engineering",7810,21058,NA,0.270541776361369
"4877",2013,"Astronomy",285,485,NA,0.37012987012987
"4878",2013,"Chemistry",9677,11103,NA,0.465688161693936
"4879",2013,"Physics",2142,8780,NA,0.196117927119575
"4880",2013,"Other Physical Sciences",1778,2263,NA,0.439990101460035
"4881",2013,"Atmospheric Sciences",410,738,NA,0.357142857142857
"4882",2013,"Earth Sciences",3180,4725,NA,0.402277039848197
"4883",2013,"Oceanography",279,283,NA,0.49644128113879
"4884",2013,"Mathematics and Statistics",14680,21701,NA,0.403507325252192
"4885",2013,"Computer Science",31180,110717,NA,0.219736851378112
"4886",2013,"Agricultural Sciences",20687,19095,NA,0.520009049318787
"4887",2013,"Biological Sciences",79476,55456,NA,0.589007796519728
"4888",2013,"Medical Sciences",60570,32759,NA,0.64899441759796
"4889",2013,"Other Life Sciences",287882,60180,NA,0.827099769581282
"4890",2013,"Psychology",122682,37076,NA,0.767923985027354
"4891",2013,"Economics",13104,27196,NA,0.325161290322581
"4892",2013,"Political Science and Public Administration",57986,45768,NA,0.558879657651753
"4893",2013,"Sociology",26966,11743,NA,0.696633857759177
"4894",2013,"Anthropology",10502,4344,NA,0.707395931564058
"4895",2013,"Linguistics",2393,1210,NA,0.664168748265334
"4896",2013,"History of Science",121,84,NA,0.590243902439024
"4897",2013,"Area and Ethnic Studies",8634,4537,NA,0.655531091033331
"4898",2013,"Other Social Sciences",38113,23938,NA,0.61422056050668
"4899",2013,"Science Technologies",1513,2825,NA,0.348778238819733
"4900",2013,"Engineering Technologies",11802,89743,NA,0.116224334039096
"4901",2013,"Health Technologies",315425,68265,NA,0.822082931533269
"4902",2013,"Other Science and Engineering Technologies",275,891,NA,0.235849056603774
"4903",2013,"Interdisciplinary or Other Sciences",20507,12867,NA,0.614460358362797
"4904",2013,"History",18071,25864,NA,0.411312165699329
"4905",2013,"English and Literature",44027,20145,NA,0.686078040266783
"4906",2013,"Foreign Languages",21915,9924,NA,0.688306793555074
"4907",2013,"Other Humanities",3597,8011,NA,0.30987250172295
"4908",2013,"Religion and Theology",12433,22397,NA,0.356962388745334
"4909",2013,"Arts and Music",95017,62232,NA,0.604245495996795
"4910",2013,"Architecture and Environmental Design",8871,10611,NA,0.455343393902063
"4911",2013,"Science Education",2035,1240,NA,0.621374045801527
"4912",2013,"Mathematics Education",2938,1435,NA,0.671849988566202
"4913",2013,"Social Science Education",733,984,NA,0.426907396622015
"4914",2013,"Other Science/Technical Education",3334,1968,NA,0.628819313466616
"4915",2013,"Non-Science Education",271988,86213,NA,0.759316696491635
"4916",2013,"Business and Management",417984,382557,NA,0.522126911675979
"4917",2013,"Communication and Librarianship",74337,38696,NA,0.657657498252723
"4918",2013,"Law",28513,30525,NA,0.482960127375589
"4919",2013,"Social Service Professions",43710,6738,NA,0.866436726926736
"4920",2013,"Vocational Studies and Home Economics",134283,105177,NA,0.5607742420446
"4921",2013,"Other Non-sciences or Unknown Disciplines",351871,329474,NA,0.516435873162642
"4975",2014,"Aerospace Engineering",762,4568,NA,0.14296435272045
"4976",2014,"Chemical Engineering",3958,9115,NA,0.302761416660292
"4977",2014,"Civil Engineering",6114,17643,NA,0.257355726733173
"4978",2014,"Electrical Engineering",5705,30991,NA,0.155466535862219
"4979",2014,"Mechanical Engineering",4347,28587,NA,0.131991255237748
"4980",2014,"Materials Engineering",968,2514,NA,0.278001148765078
"4981",2014,"Industrial Engineering",3205,8693,NA,0.269373003866196
"4982",2014,"Other Engineering",8497,22440,NA,0.274654943918286
"4983",2014,"Astronomy",321,517,NA,0.383054892601432
"4984",2014,"Chemistry",10164,11615,NA,0.466688094035539
"4985",2014,"Physics",2260,8992,NA,0.200853181656594
"4986",2014,"Other Physical Sciences",1879,2403,NA,0.438813638486688
"4987",2014,"Atmospheric Sciences",417,758,NA,0.354893617021277
"4988",2014,"Earth Sciences",3384,5125,NA,0.397696556587143
"4989",2014,"Oceanography",289,288,NA,0.500866551126516
"4990",2014,"Mathematics and Statistics",15438,22680,NA,0.405005509208248
"4991",2014,"Computer Science",33625,118295,NA,0.221333596629805
"4992",2014,"Agricultural Sciences",21723,19246,NA,0.530230174034026
"4993",2014,"Biological Sciences",83176,58196,NA,0.588348470701412
"4994",2014,"Medical Sciences",65727,34922,NA,0.653031823465708
"4995",2014,"Other Life Sciences",305761,64083,NA,0.826729648175988
"4996",2014,"Psychology",126966,38089,NA,0.769234497591712
"4997",2014,"Economics",13858,28471,NA,0.327387842850056
"4998",2014,"Political Science and Public Administration",57957,45285,NA,0.561370372522811
"4999",2014,"Sociology",26905,11958,NA,0.692303733628387
"5000",2014,"Anthropology",10480,4295,NA,0.709306260575296
"5001",2014,"Linguistics",2447,1244,NA,0.662963966404768
"5002",2014,"History of Science",124,94,NA,0.568807339449541
"5003",2014,"Area and Ethnic Studies",8410,4272,NA,0.66314461441413
"5004",2014,"Other Social Sciences",36730,23692,NA,0.607891165469531
"5005",2014,"Science Technologies",1763,2905,NA,0.377677806341045
"5006",2014,"Engineering Technologies",11824,93299,NA,0.112477764142956
"5007",2014,"Health Technologies",301643,67416,NA,0.817330020403242
"5008",2014,"Other Science and Engineering Technologies",235,1127,NA,0.172540381791483
"5009",2014,"Interdisciplinary or Other Sciences",22810,14550,NA,0.610546038543897
"5010",2014,"History",16571,23966,NA,0.408787034067642
"5011",2014,"English and Literature",42153,19127,NA,0.687875326370757
"5012",2014,"Foreign Languages",21000,9215,NA,0.695019030282972
"5013",2014,"Other Humanities",3483,7573,NA,0.315032561505065
"5014",2014,"Religion and Theology",12738,22225,NA,0.364328003889826
"5015",2014,"Arts and Music",93729,62090,NA,0.60152484613558
"5016",2014,"Architecture and Environmental Design",8699,10062,NA,0.463674644208731
"5017",2014,"Science Education",2070,1214,NA,0.630328867235079
"5018",2014,"Mathematics Education",2729,1358,NA,0.667726939075116
"5019",2014,"Social Science Education",643,839,NA,0.43387314439946
"5020",2014,"Other Science/Technical Education",3327,1867,NA,0.640546784751637
"5021",2014,"Non-Science Education",261524,84747,NA,0.755258164847764
"5022",2014,"Business and Management",415595,384610,NA,0.519360663829894
"5023",2014,"Communication and Librarianship",76779,39859,NA,0.658267460004458
"5024",2014,"Law",27674,29127,NA,0.487209732223024
"5025",2014,"Social Service Professions",46055,7111,NA,0.866249106571869
"5026",2014,"Vocational Studies and Home Economics",132359,103916,NA,0.560190456036398
"5027",2014,"Other Non-sciences or Unknown Disciplines",356009,340152,NA,0.511388888489875
