"coverage","age","wage","cit","mar","educ","race"
"No Coverage",56,26200,"Citizen","Married","Less than HS","Black"
"No Coverage",49,0,"Citizen","Married","HS Degree","White"
"No Coverage",37,0,"Citizen","Married","HS Degree","White"
"No Coverage",57,22000,"Citizen","Separated","HS Degree","Black"
"No Coverage",32,24000,"Non-citizen","Married","Less than HS","White"
"No Coverage",49,0,"Non-citizen","Married","Less than HS","White"
"No Coverage",40,40000,"Citizen","Divorced","HS Degree","White"
"No Coverage",29,0,"Citizen","Married","HS Degree","White"
"No Coverage",41,40000,"Citizen","Married","HS Degree","White"
"No Coverage",39,0,"Citizen","Married","HS Degree","White"
"No Coverage",60,12000,"Citizen","Married","HS Degree","Black"
"No Coverage",22,2000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",24,22000,"Citizen","Divorced","HS Degree","White"
"No Coverage",23,0,"Citizen","Never Married","Graduate Degree","White"
"No Coverage",32,0,"Citizen","Married","HS Degree","White"
"No Coverage",33,35000,"Citizen","Married","HS Degree","White"
"No Coverage",45,27300,"Non-citizen","Married","Less than HS","White"
"No Coverage",16,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",30,30000,"Non-citizen","Married","Less than HS","White"
"No Coverage",60,0,"Citizen","Married","HS Degree","Black"
"No Coverage",27,33000,"Non-citizen","Separated","HS Degree","White"
"No Coverage",24,19000,"Non-citizen","Married","Less than HS","White"
"No Coverage",28,0,"Non-citizen","Never Married","HS Degree","White"
"No Coverage",33,15000,"Non-citizen","Never Married","Less than HS","White"
"No Coverage",33,0,"Non-citizen","Never Married","Less than HS","White"
"No Coverage",36,0,"Non-citizen","Divorced","Less than HS","White"
"No Coverage",25,11400,"Non-citizen","Never Married","Less than HS","White"
"No Coverage",36,10000,"Citizen","Separated","HS Degree","Black"
"No Coverage",43,4800,"Citizen","Divorced","Undergraduate Degree","White"
"No Coverage",20,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",30,16800,"Citizen","Never Married","HS Degree","White"
"No Coverage",77,0,"Non-citizen","Widowed","HS Degree","White"
"No Coverage",34,0,"Non-citizen","Married","Less than HS","White"
"No Coverage",38,13600,"Non-citizen","Married","Less than HS","White"
"No Coverage",45,33300,"Citizen","Never Married","HS Degree","White"
"No Coverage",44,20000,"Citizen","Married","Less than HS","Black"
"No Coverage",35,24000,"Non-citizen","Divorced","Less than HS","White"
"No Coverage",17,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",43,17000,"Citizen","Married","HS Degree","Black"
"No Coverage",46,14000,"Citizen","Married","Less than HS","White"
"No Coverage",26,28100,"Citizen","Never Married","HS Degree","White"
"No Coverage",16,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",30,26000,"Citizen","Married","HS Degree","White"
"No Coverage",38,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",48,0,"Non-citizen","Married","HS Degree","White"
"No Coverage",44,28200,"Citizen","Divorced","HS Degree","White"
"No Coverage",48,25000,"Citizen","Divorced","HS Degree","White"
"No Coverage",52,0,"Citizen","Divorced","HS Degree","White"
"No Coverage",35,0,"Citizen","Married","HS Degree","Black"
"No Coverage",45,0,"Citizen","Married","Less than HS","Black"
"No Coverage",57,0,"Citizen","Divorced","HS Degree","White"
"No Coverage",58,30000,"Citizen","Divorced","Less than HS","White"
"No Coverage",33,35000,"Citizen","Divorced","HS Degree","White"
"No Coverage",32,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",26,9000,"Citizen","Never Married","Less than HS","Black"
"No Coverage",27,1800,"Citizen","Never Married","HS Degree","Black"
"No Coverage",37,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",26,14500,"Citizen","Married","HS Degree","White"
"No Coverage",29,27000,"Citizen","Married","HS Degree","White"
"No Coverage",30,1300,"Citizen","Never Married","HS Degree","Black"
"No Coverage",54,419000,"Citizen","Married","Less than HS","Black"
"No Coverage",34,6900,"Citizen","Divorced","HS Degree","Black"
"No Coverage",31,400,"Citizen","Never Married","Less than HS","Black"
"No Coverage",45,0,"Citizen","Divorced","HS Degree","White"
"No Coverage",60,0,"Citizen","Married","HS Degree","White"
"No Coverage",58,24000,"Citizen","Married","Less than HS","White"
"No Coverage",23,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",41,40000,"Citizen","Married","HS Degree","White"
"No Coverage",44,0,"Citizen","Married","HS Degree","White"
"No Coverage",18,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",59,5000,"Citizen","Married","Undergraduate Degree","Asian"
"No Coverage",59,0,"Citizen","Married","Undergraduate Degree","Asian"
"No Coverage",27,0,"Citizen","Never Married","Undergraduate Degree","Asian"
"No Coverage",62,0,"Citizen","Married","HS Degree","White"
"No Coverage",24,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",31,0,"Citizen","Divorced","Less than HS","Black"
"No Coverage",59,13000,"Citizen","Separated","HS Degree","Black"
"No Coverage",20,10000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",19,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",37,46000,"Citizen","Never Married","Less than HS","Black"
"No Coverage",21,0,"Non-citizen","Never Married","Less than HS","White"
"No Coverage",28,3200,"Citizen","Never Married","HS Degree","White"
"No Coverage",28,25000,"Citizen","Never Married","Less than HS","White"
"No Coverage",44,35000,"Citizen","Never Married","Undergraduate Degree","White"
"No Coverage",18,2900,"Citizen","Never Married","HS Degree","White"
"No Coverage",16,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",25,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",51,0,"Citizen","Divorced","Less than HS","White"
"No Coverage",34,8000,"Non-citizen","Divorced","HS Degree","Black"
"No Coverage",37,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",23,20000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",67,20000,"Citizen","Divorced","Graduate Degree","White"
"No Coverage",24,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",36,0,"Citizen","Never Married","Less than HS","Black"
"No Coverage",48,24000,"Citizen","Married","HS Degree","White"
"No Coverage",52,0,"Citizen","Married","HS Degree","White"
"No Coverage",31,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",30,920,"Citizen","Separated","Less than HS","White"
"No Coverage",34,32200,"Citizen","Married","Less than HS","White"
"No Coverage",23,18000,"Citizen","Never Married","HS Degree","White"
"No Coverage",39,0,"Citizen","Married","Graduate Degree","Black"
"No Coverage",29,4900,"Citizen","Married","HS Degree","White"
"No Coverage",21,50000,"Citizen","Married","HS Degree","White"
"No Coverage",21,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",45,0,"Non-citizen","Married","HS Degree","Other"
"No Coverage",42,7000,"Non-citizen","Married","Graduate Degree","Other"
"No Coverage",34,0,"Citizen","Married","HS Degree","White"
"No Coverage",30,3600,"Citizen","Divorced","HS Degree","White"
"No Coverage",48,35000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",61,8000,"Citizen","Widowed","HS Degree","Black"
"No Coverage",59,48000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",20,17000,"Citizen","Never Married","HS Degree","White"
"No Coverage",64,0,"Citizen","Widowed","HS Degree","Two or More"
"No Coverage",29,10000,"Non-citizen","Married","HS Degree","White"
"No Coverage",33,25000,"Non-citizen","Married","HS Degree","White"
"No Coverage",34,0,"Citizen","Separated","HS Degree","Black"
"No Coverage",24,33000,"Citizen","Married","HS Degree","White"
"No Coverage",30,28000,"Citizen","Married","HS Degree","White"
"No Coverage",34,9700,"Citizen","Divorced","HS Degree","Black"
"No Coverage",36,15000,"Citizen","Married","HS Degree","White"
"No Coverage",39,50000,"Citizen","Married","HS Degree","White"
"No Coverage",40,20000,"Non-citizen","Never Married","Less than HS","White"
"No Coverage",39,0,"Non-citizen","Married","HS Degree","White"
"No Coverage",32,0,"Non-citizen","Married","HS Degree","White"
"No Coverage",34,0,"Non-citizen","Married","HS Degree","White"
"No Coverage",36,7900,"Citizen","Never Married","HS Degree","White"
"No Coverage",24,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",59,0,"Citizen","Divorced","Graduate Degree","White"
"No Coverage",50,0,"Citizen","Divorced","HS Degree","White"
"No Coverage",26,14000,"Citizen","Married","HS Degree","White"
"No Coverage",28,2000,"Citizen","Married","Less than HS","White"
"No Coverage",55,16200,"Citizen","Married","HS Degree","Two or More"
"No Coverage",17,700,"Citizen","Never Married","Less than HS","Two or More"
"No Coverage",53,34300,"Citizen","Divorced","HS Degree","White"
"No Coverage",43,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",44,32000,"Citizen","Divorced","Less than HS","Black"
"No Coverage",17,200,"Citizen","Never Married","Less than HS","Black"
"No Coverage",26,1200,"Citizen","Never Married","HS Degree","Black"
"No Coverage",60,850,"Citizen","Never Married","Less than HS","Black"
"No Coverage",33,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",19,0,"Citizen","Never Married","Less than HS","Black"
"No Coverage",22,0,"Citizen","Never Married","Less than HS","White"
"No Coverage",38,25000,"Citizen","Separated","HS Degree","Black"
"No Coverage",43,25000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",54,9700,"Citizen","Divorced","HS Degree","White"
"No Coverage",52,12000,"Citizen","Never Married","Less than HS","White"
"No Coverage",52,0,"Citizen","Divorced","HS Degree","White"
"No Coverage",50,0,"Citizen","Married","HS Degree","White"
"No Coverage",50,0,"Citizen","Married","Less than HS","White"
"No Coverage",36,0,"Citizen","Divorced","HS Degree","Black"
"No Coverage",34,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",28,23400,"Citizen","Married","HS Degree","Black"
"No Coverage",42,0,"Citizen","Never Married","Undergraduate Degree","White"
"No Coverage",23,9400,"Citizen","Never Married","HS Degree","White"
"No Coverage",23,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",35,20000,"Non-citizen","Married","HS Degree","White"
"No Coverage",51,12800,"Citizen","Married","HS Degree","Black"
"No Coverage",55,0,"Citizen","Never Married","Less than HS","Amer. Ind."
"No Coverage",48,15000,"Non-citizen","Married","Less than HS","White"
"No Coverage",62,0,"Non-citizen","Married","Less than HS","White"
"No Coverage",43,26000,"Non-citizen","Married","Less than HS","White"
"No Coverage",42,0,"Non-citizen","Married","Less than HS","White"
"No Coverage",56,15600,"Citizen","Married","HS Degree","White"
"No Coverage",61,0,"Citizen","Married","Less than HS","Black"
"No Coverage",32,0,"Non-citizen","Divorced","HS Degree","Black"
"No Coverage",29,9000,"Non-citizen","Married","HS Degree","Other"
"No Coverage",20,25000,"Non-citizen","Never Married","HS Degree","Other"
"No Coverage",27,32500,"Citizen","Never Married","HS Degree","White"
"No Coverage",31,38000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",33,0,"Citizen","Married","HS Degree","Black"
"No Coverage",61,27600,"Citizen","Married","HS Degree","White"
"No Coverage",25,0,"Citizen","Never Married","Less than HS","Black"
"No Coverage",33,17000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",31,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",49,10000,"Citizen","Separated","HS Degree","White"
"No Coverage",53,0,"Citizen","Divorced","HS Degree","Black"
"No Coverage",40,46000,"Citizen","Married","HS Degree","White"
"No Coverage",27,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",36,1500,"Citizen","Never Married","HS Degree","White"
"No Coverage",51,100000,"Citizen","Separated","HS Degree","Black"
"No Coverage",20,3000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",43,0,"Citizen","Married","Undergraduate Degree","White"
"No Coverage",28,40300,"Citizen","Never Married","HS Degree","White"
"No Coverage",30,0,"Non-citizen","Never Married","Less than HS","Other"
"No Coverage",19,1800,"Citizen","Never Married","Less than HS","Black"
"No Coverage",30,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",31,7000,"Citizen","Married","HS Degree","White"
"No Coverage",58,0,"Citizen","Divorced","HS Degree","White"
"No Coverage",69,33300,"Citizen","Divorced","HS Degree","White"
"No Coverage",50,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",32,7400,"Citizen","Never Married","HS Degree","Black"
"No Coverage",39,2500,"Citizen","Divorced","HS Degree","Black"
"No Coverage",54,30000,"Citizen","Married","HS Degree","Black"
"No Coverage",52,0,"Citizen","Married","HS Degree","Black"
"No Coverage",27,0,"Citizen","Married","Less than HS","Black"
"No Coverage",36,15000,"Non-citizen","Married","Less than HS","Asian"
"No Coverage",47,0,"Citizen","Separated","HS Degree","Black"
"No Coverage",33,0,"Non-citizen","Never Married","Less than HS","Other"
"No Coverage",57,0,"Citizen","Divorced","HS Degree","White"
"No Coverage",56,0,"Citizen","Divorced","HS Degree","White"
"No Coverage",41,55000,"Citizen","Married","Less than HS","White"
"No Coverage",24,4000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",24,29300,"Citizen","Never Married","HS Degree","Black"
"No Coverage",44,48100,"Citizen","Divorced","HS Degree","Black"
"No Coverage",33,700,"Non-citizen","Divorced","HS Degree","Black"
"No Coverage",38,10000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",46,2400,"Citizen","Married","HS Degree","White"
"No Coverage",19,940,"Citizen","Never Married","Less than HS","White"
"No Coverage",61,57000,"Citizen","Married","Undergraduate Degree","White"
"No Coverage",57,11900,"Citizen","Married","Undergraduate Degree","White"
"No Coverage",22,1300,"Citizen","Never Married","HS Degree","Black"
"No Coverage",29,1600,"Citizen","Never Married","HS Degree","Black"
"No Coverage",26,2000,"Citizen","Never Married","HS Degree","Black"
"No Coverage",33,14900,"Citizen","Never Married","HS Degree","Black"
"No Coverage",44,7000,"Citizen","Divorced","HS Degree","White"
"No Coverage",42,50000,"Citizen","Married","Undergraduate Degree","Black"
"No Coverage",38,12000,"Citizen","Divorced","Less than HS","White"
"No Coverage",29,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",39,0,"Non-citizen","Married","HS Degree","Other"
"No Coverage",22,30000,"Citizen","Married","HS Degree","White"
"No Coverage",21,0,"Non-citizen","Married","Less than HS","White"
"No Coverage",24,20000,"Citizen","Married","HS Degree","White"
"No Coverage",28,0,"Citizen","Married","Undergraduate Degree","White"
"No Coverage",28,0,"Non-citizen","Married","HS Degree","Asian"
"No Coverage",29,40000,"Non-citizen","Married","Less than HS","Asian"
"No Coverage",34,12000,"Non-citizen","Married","HS Degree","Other"
"No Coverage",32,0,"Non-citizen","Married","HS Degree","Other"
"No Coverage",33,40000,"Non-citizen","Never Married","HS Degree","Other"
"No Coverage",25,10000,"Citizen","Never Married","HS Degree","White"
"No Coverage",39,6000,"Non-citizen","Married","Less than HS","Asian"
"No Coverage",41,0,"Citizen","Married","HS Degree","White"
"No Coverage",28,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",18,0,"Citizen","Never Married","Less than HS","Black"
"No Coverage",38,0,"Non-citizen","Married","Less than HS","Other"
"No Coverage",20,3300,"Non-citizen","Never Married","HS Degree","Other"
"No Coverage",60,0,"Citizen","Never Married","HS Degree","Black"
"No Coverage",42,22000,"Citizen","Divorced","HS Degree","White"
"No Coverage",53,0,"Citizen","Divorced","Less than HS","White"
"No Coverage",28,0,"Citizen","Never Married","HS Degree","White"
"No Coverage",46,40000,"Citizen","Married","HS Degree","Two or More"
"No Coverage",55,45000,"Non-citizen","Married","HS Degree","Other"
"No Coverage",25,30000,"Citizen","Never Married","HS Degree","Two or More"
"No Coverage",60,0,"Citizen","Married","HS Degree","White"
